from_airport,from_latitude,from_longitude,to_airport,to_latitude,to_longitude
Saniat R'mel Airport,-5.3383734,119.3831026,Geilenkirchen Air Base,9.7639,14.1539
Campo Mourão Airport,36.285616,115.147814,Mayo Airport,40.172301,117.226961
Peawanuck Airport,-17.7178133,-49.1221414,Amchitka Army Airfield,-7.9675496,110.3368391
Governador Aluízio Alves International Airport,53.77377,50.163839,Cumaná (Antonio José de Sucre) Airport,-3.9715688,-38.5276456
Sacramento International Airport,55.706586,37.5186129,Kōchi Ryōma Airport,-17.9659326,-49.6503106
Ingalls Field,44.053592,80.874181,Mougulu Airport,-1.7669836,33.9694276
Ivato Airport,42.615891,114.744988,Damazin Airport,43.555403,1.503894
Bill & Hillary Clinton National Airport/Adams Field,29.592024,106.227305,Brussels South Charleroi Airport,32.2539326,-90.2481337
Elliot Lake Municipal Airport,39.7968818,-74.9245946,Lamap Airport,14.2524816,100.7323332
Bonn-Hangelar Airport,12.4035699,124.7689819,St George Airport,40.2442315,44.6342209
Bulagtai Resort Airport,-21.1291403,-42.3702252,Kamarata Airport,38.416663,112.734174
Zonalnoye Airport,-17.9808139,-63.3697226,Antrim County Airport,35.4209352,-97.6656625
Nelson Ribeiro Guimarães Airport,26.397624,117.79664,Adak Airport,29.185721,117.468181
Kamusi Airport,36.1763474,139.5303855,Bangoka International Airport,-7.2080402,108.7185184
Robins Air Force Base,38.1086472,140.8706157,Coonamble Airport,11.1506898,108.4869555
Yagoua Airport,6.413801,125.61055,Tuzla International Airport,5.6763925,-73.8066163
Macenta Airport,9.0965232,123.1989242,P C Pelser Airport,-21.9718816,16.9063491
Menara Airport,28.902428,118.57189,Panjgur Airport,34.540852,109.44096
Platov International Airport,28.844818,113.497275,Akita Airport,23.106401,113.459749
Rif Airport,-10.1496705,123.6539405,Camiguin Airport,-8.0057853,112.7621319
Ogdensburg International Airport,51.2982002,20.2969528,Pamplona Airport,30.405177,103.798484
La Baule-Escoublac Airport,-7.24562,177.14511,Wake Island Airfield,-5.5775197,12.1927103
Tsumeb Airport,-0.1624837,-50.0000408,Can Tho International Airport,52.1660441,16.4612356
Tela Airport,13.4485234,121.8385996,Southeast Iowa Regional Airport,-6.8,106.183333
Carlos Ruhl Airport,4.6096768,101.1064003,Sengapi Airstrip,13.2415746,123.8621907
LBJ Ranch Airport,50.0897141,8.271907,Campbellpore Airport,42.1165506,-88.0549221
Nevşehir Kapadokya Airport,11.4522433,-85.8050987,Gayndah Airport,38.9273849,-77.0125445
Cotswold Airport,30.7664515,70.9293858,Wellington International Airport,50.3100516,106.4966629
Mary River Aerodrome,-0.9962972,-77.8136035,Southern California Logistics Airport,37.9331181,102.6293927
Kelafo East Airport,-15.0418557,-70.3673152,Bahawalpur Airport,56.0674256,98.4613454
Lynden Pindling International Airport,45.4136084,-66.0783767,Waterloo Airport,26.443249,107.253334
Waterbury Oxford Airport,45.3612879,18.693916,Nosara Airport,49.297491,125.217735
Dean River Airport,-6.4930095,106.3875898,Sesriem Airstrip,-5.5944574,-78.7841007
Arapiraca Airport,16.720024,103.5668302,Pitu Airport,-7.9903162,113.7365072
Jacobina Airport,39.330439,117.575301,Reggio Calabria Airport,-16.0252339,35.5083136
Barreirinhas Airport,15.9866126,120.3656906,Chacarita Airport,48.4851578,23.6229395
Bamu Airport,6.2792612,-57.5391225,San Pedro Airport,14.7938922,120.953604
Ust-Nera Airport,6.208781,-75.732944,Limon Municipal Airport,52.0391192,39.7408362
Mananjary Airport,49.1931313,-0.3907558,Conklin (Leismer) Airport,-2.2661571,138.0109374
Reales Tamarindos Airport,31.440961,34.99744,Necochea Airport,55.1970692,38.3579129
Viveros Island Airport,45.8359543,5.0634248,Kurundi Airport,-9.5662977,124.4891278
Musoma Airport,-7.3532,108.01,Cooinda Airport,57.0771327,34.9961191
Westport Airport,47.3591366,2.8002946,Fua'amotu International Airport,3.9628564,101.866362
Scarlett Martinez International Airport,22.0391773,96.471658,Bayannur Tianjitai Airport,-9.916667,-75.783333
Caquetania Airport,16.1779407,119.8572781,Dedougou Airport,38.0413984,140.1610496
Kolwezi Airport,29.204461,116.512037,Molokai Airport,50.1527227,13.9004377
Dalnerechensk Airport,13.871805,101.052868,Hola Airport,59.3796798,28.1791333
Santa Teresita Airport,40.8262403,22.592555,Baidoa Airport,-23.4135017,-46.3433897
Tom Price Airport,10.148976,-73.960233,Lindeman Island Airport,-6.3279641,106.8501157
"Rørvik Airport, Ryum",42.76631,129.427066,Wanganui Airport,45.7790993,4.9307738
Capitán Av. Selin Zeitun Lopez Airport,58.1214207,12.6443729,Abou-Deïa Airport,54.982808,73.328393
Tongareva Airport,9.9152376,123.9321966,Eek Airport,-32.7773288,26.6291023
Mount Etjo Airport,44.2874089,1.997385,Bunyu Airport,30.1631687,71.5263363
Poços de Caldas - Embaixador Walther Moreira Salles Airport,-6.4991921,106.8915948,Saint-Laurent-du-Maroni Airport,33.8779023,9.745565
Cotopaxi International Airport,59.272573,17.917045,Rae Lakes Airport,12.5049537,107.6925674
Noonkanbah Airport,52.6396679,-9.4904891,Alowe Airport,7.9187344,125.3297787
Gregory Downs Airport,-24.1959097,-65.2939441,Kato Airport,45.616422,-122.5804528
Zahn's Airport,7.8910267,-11.9041439,Putao Airport,9.8318931,123.4675853
Owen Sound / Billy Bishop Regional Airport,6.474867,-72.970517,Soure Airport,61.7644425,23.0729829
Ciudad del Carmen International Airport,3.9356389,41.8551162,Middletown Regional Airport,39.95,-75.16
Hornepayne Municipal Airport,-7.0511949,111.2517127,Afton Municipal Airport,59.3851719,17.9172006
Kapuskasing Airport,41.7856407,19.6721146,Burevestnik Airport,43.7400718,7.4266436
Pangia Airport,50.4703083,17.3392829,Foshan Shadi Airport,30.830898,120.92585
General Francisco Bermúdez Airport,-7.1617465,-78.5127855,Nadzab Airport,8.6962086,-82.4969331
Salgado Filho Airport,17.3220711,96.4663286,Vilyuisk Airport,38.6276904,22.7650721
Konge Airport,13.8195176,121.1729455,West Sale Airport,45.6808113,28.5688631
Block Island State Airport,-0.264241,30.1084033,Victoria River Downs Airport,59.9050895,10.7673005
Buri Ram Airport,22.801624,113.525165,Santa Rosa De Yacuma Airport,27.519549,114.073416
Nikolski Air Station,31.7311971,117.2313179,Bahia Piña Airport,29.528923,104.990101
Paratebueno Airport,32.670426,-16.8498324,Ndolo Airport,37.533773,121.315291
Mardin Airport,5.3523231,100.3573891,Porto Amboim Airport,53.0917381,-8.2215941
Kilwa Masoko Airport,27.734109,112.535036,Qiqihar Sanjiazi Airport,38.6347352,-28.0961737
Roosevelt Municipal Airport,48.9371252,14.6292015,Kasigluk Airport,22.974898,113.993115
Russell Municipal Airport,55.676792,12.5550935,Jiamusi Airport,44.0752881,39.0848844
Caquetania Airport,25.600871,115.804049,Alma Airport,-36.6062618,-72.1023351
Kooddoo Airport,-14.0932177,-75.1716066,San Angelo Regional Mathis Field,37.690551,116.293767
Palma De Mallorca Airport,52.4782901,21.631951,Broken Hill Airport,38.7360496,-9.1418159
Sines Airport,35.4937018,110.3838909,Fukui Airport,40.3972809,-8.2549322
Sahabat [Sahabat 16] Airport,-8.3351552,122.9768634,Notodden Airport,65.836924,13.1934011
Strathmore Airport,6.7826022,124.4758849,Sibiu International Airport,62.1549186,117.6331338
Benin Airport,59.288124,18.0891528,Kikinonda Airport,61.3501078,16.373663
Cherry Capital Airport,2.2155425,99.0349977,Gautam Buddha Airport,54.3834709,60.8003422
Halmstad Airport,-8.0060188,111.4207572,Podgorica Airport,54.7124613,44.8379034
Elkhart Municipal Airport,25.3024739,68.9565573,Amata Airport,40.7929026,43.8464971
Lipetsk Airport,-30.6978944,-70.9586889,Kadhdhoo Airport,40.672094,110.272565
Molokai Airport,47.7765978,27.9381723,Atizapan De Zaragoza Airport,14.525936,-90.761712
Chaudhary Charan Singh International Airport,23.35329,112.339444,Shangrao Sanqingshan Airport,53.5325424,91.9206341
Korla Airport,41.8265437,-71.4013635,Nakhon Phanom Airport,37.9098504,-84.4172666
Mayumba Airport,45.65007,-72.56582,Zanaga Airport,69.692947,170.399612
Lusikisiki Airport,-24.8082762,-65.4412053,Biaru Airport,38.8022635,-7.5547842
Eros Airport,13.2997024,7.79873,Lee C Fine Memorial Airport,-4.0308713,-44.4654609
Avaratra Airport,50.7734719,18.9680842,Ine Airport,6.7809096,4.0337846
Diqing Airport,32.8676912,-80.017511,Obando Airport,35.0695474,136.7835269
Khark Island Airport,11.5705176,107.5268471,Suboficial Ay Santiago Germano Airport,43.2998369,132.0667195
Stockholm Västerås Airport,26.087511,107.924631,São Félix do Araguaia Airport,47.086965,81.6315231
Palm Beach County Park Airport,49.4841887,17.3382537,Fulleborn Airport,-3.6988282,-42.5901672
Scholes International At Galveston Airport,-20.0391408,57.6495717,Encarnación Airport,53.719155,-6.3422325
Degah Bur Airport,-7.3977218,112.7226611,Buta Zega Airport,37.5743169,140.0611908
Fangatau Airport,36.1560347,68.0477509,Maquinchao Airport,37.9703906,24.0077427
Yaoqiang Airport,29.8483192,31.3368529,Codazzi Airport,-20.2883705,57.7310666
"Foggia ""Gino Lisa"" Airport",36.7550603,66.8975372,St Jean Airport,66.2745295,33.0615453
Resistencia International Airport,4.3139754,22.5498389,Tingo Maria Airport,-20.4059505,57.7034222
Elkins-Randolph Co-Jennings Randolph Field,-6.3934005,-77.4859711,Cobar Airport,49.978837,35.759315
Mc Alester Regional Airport,17.1782591,102.5704008,American River Airport,41.4000931,-8.1459112
Giyani Airport,31.455948,120.879101,Francisco Sarabia International Airport,14.5016958,121.042743
Kenmore Air Harbor Inc Seaplane Base,34.810487,117.323725,Bremerhaven Airport,-7.0054807,112.5118443
El Recreo Airport,27.395894,114.286422,St George Airport,38.0113874,23.6027231
Abu Rudeis Airport,7.073684,124.720103,Ardmore Municipal Airport,45.2981711,41.5285717
Tarabo Airport,17.06034,122.01514,Kuwait International Airport,-29.4072828,-66.8424753
Chetwynd Airport,40.9921036,21.4232499,Inagua Airport,56.5614229,52.9958953
Bamburi Airport,-21.9111483,-56.4719928,Cerro Largo International Airport,40.3073139,-7.9200214
Al Udeid Air Base,-12.4,-74.7,Shuswap Regional Airport,46.6698573,0.3697581
Nesson Airport,50.5787435,35.7888187,St Aubin Airport,50.9766178,21.7264116
Malta International Airport,13.3913889,-16.6525,City of Colorado Springs Municipal Airport,15.8161032,44.041335
Aleppo International Airport,-3.2191864,40.1168906,Antsirabe Airport,15.4269392,-87.9775787
Córdoba Airport,39.172378,116.931607,Castlereagh Lake Seaplane Base,29.028766,111.697912
Helmuth Baungarten Airport,25.2911632,110.2982851,Chacalluta Airport,-20.7430332,-46.6096926
Orlando Executive Airport,28.4499078,68.4494842,Rouyn Noranda Airport,54.4413138,21.0119817
Nanchong Airport,50.0113078,21.846991,Carpentaria Downs Airport,49.4118611,16.4208386
St. Lewis (Fox Harbour) Airport,40.3821458,-8.4551704,Slave Lake Airport,30.5604564,31.0079484
Theodore Airport,20.5083303,-97.6724456,Fillmore Municipal Airport,-23.9949104,-46.2568758
Tak Airport,39.2708955,-84.3279093,Mekambo Airport,14.2038203,121.1457666
Corixá Airport,-8.0057853,112.7621319,Triangle North Executive Airport,5.668899,-72.994095
Parachinar Airport,-15.67164,-74.536774,Quimper-Cornouaille Airport,47.6015566,-122.3323351
Jwaneng Airport,65.723731,-17.354349,Punta Cana International Airport,54.8151488,20.2520662
Akiak Airport,49.9606288,13.6430342,Del Rio International Airport,41.3602921,-8.7192157
Mechanics Bay Heliport,17.6416172,-63.2282569,San Bernardino International Airport,-3.0166752,16.9181532
Fort Worth Meacham International Airport,-1.7437356,-47.058302,Florence Municipal Airport,53.4428794,41.8125556
Kiunga Airport,27.9771813,83.7677148,Mys Kamenny Airport,42.9267976,-85.6480724
Kunming Changshui International Airport,38.4244545,48.4782419,Lubbock Preston Smith International Airport,36.6796146,136.8617092
Västervik Airport,60.1518638,59.9684485,Shaxian Airport,39.6941363,45.4592782
Alferez Armando Rodriguez Airport,-8.6450837,116.8085683,Mitchell Plateau Airport,-27.0501654,-55.5746294
Eva Downs Airport,36.566906,105.672987,Ekibastuz Airport,24.848984,116.604574
Djambala Airport,12.13333,-68.26667,Swansea Airport,36.4550658,10.7154228
Tucuma Airport,34.92357,36.48598,Van Nuys Airport,45.619588,122.838826
Shark Bay Airport,51.64027,22.9003199,Matthews Ridge Airport,51.7195968,108.5176433
Codazzi Airport,34.0724454,72.0577733,Wrigley Airport,35.23194,40.32227
Lake County Airport,-15.158624,-48.2802925,Eagle Air Park,1.160532,-76.6181655
Boundiali Airport,23.354091,116.681972,Windarling Airport,26.0576497,-80.3101684
Altamira Airport,-6.1955905,107.5534739,São Lourenço Airport,34.3400547,108.946087
Letterkenny Airport,56.2620262,15.6049677,Formosa Airport,29.42,-98.49
Ust-Tsylma Airport,62.2969314,27.1753576,Turin Airport,32.323256,105.96282
Goondiwindi Airport,20.003169,110.353972,Madison Municipal Airport,53.6934353,124.8109085
Três Passos Airport,5.5864963,95.3514016,Wexford County Airport,12.926603,100.949131
El Calafate Airport,44.4751299,34.1479155,Boundary Bay Airport,4.1042005,-72.9283949
Tilin Airport,26.111545,88.7178035,Ambunti Airport,20.9334638,106.8414374
Panguitch Municipal Airport,32.016539,35.068807,La Désirade Airport,48.10791,129.245343
Thief River Falls Regional Airport,-24.6967014,33.544808,Mc Cook Ben Nelson Regional Airport,43.470556,1.4974024
Ontario International Airport,15.26006,120.559708,Geva Airport,44.1372925,4.810107
Rizhao Shanzihe Airport,43.3362822,3.2188961,New Laura Airport,28.159141,115.771093
Oban Airport,-29.7108776,29.5078015,High Level Airport,-7.4574955,108.8408547
Ottawa / Rockcliffe Seaplane Base,-8.074933,112.6079459,Angus Downs Airport,50.8441485,17.7283013
Tucson International Airport,-8.3086532,123.5183871,Scranton Municipal Airport.,14.6208802,121.0425592
Kingscote Airport,30.368126,102.814531,Malakal Airport,47.0419512,8.3140814
Palmdale Regional/USAF Plant 42 Airport,39.9265747,48.9205727,Daocheng Yading Airport,-23.4157731,-51.4264048
Tucson International Airport,14.8827263,120.5201733,Luke Air Force Base,51.79909,124.537673
Seychelles International Airport,50.3678365,33.9796724,Hohenems-Dornbirn Airport,51.9817834,17.0627666
Ua Huka Airport,52.7112627,45.4271291,Magnitogorsk International Airport,1.2964078,10.9439689
Soldotna Airport,58.5563017,15.0091903,Malevo Airport,26.0882134,119.3010346
Poptún Airport,63.4258542,48.67174,Manari Airport,34.6159961,-5.7365642
Delta Junction Airport,52.6004448,-8.9706844,Nal Airport,53.4078295,42.9086187
Zoersel (Oostmalle) Airfield,32.1030654,131.3999389,Debepare Airport,53.4249712,58.9688869
Wollongong Airport,6.658614,-72.733351,Leshukonskoye Airport,50.5699572,17.1493818
Nottingham Airport,39.851469,113.463703,Amado Nervo National Airport,18.8729115,-97.0564451
Enarotali Airport,34.145966,105.757408,Kohat Airport,41.3980906,-8.3089526
Patrocínio Airport,34.5594987,112.4678779,Nuku Hiva Airport,43.2261193,45.3885257
Alakanuk Airport,33.387684,114.021538,Boeing Field King County International Airport,47.4936583,21.66245
Aubenas-Ardèche Méridional Airport,19.150464,100.0359661,Ambohibary Airport,32.38291,35.17912
Port Hedland International Airport,-29.8990311,-51.0536949,Parndana Airport,-4.6772418,104.5422225
Pingtung North Airport,49.0711781,29.8488529,West End Airport,16.4311476,103.5083998
Kruger Mpumalanga International Airport,58.434681,58.264291,Changzhi Airport,48.6057111,101.9343734
Magnitogorsk International Airport,36.6484118,9.6146499,Iwami Airport,55.7133263,37.8049211
Iki Airport,44.666926,19.2469148,Deming Municipal Airport,38.8162965,24.5955356
Liangping Airport,4.6096768,101.1064003,Moki Airport,42.3890735,47.9897691
Sambava Airport,-7.5739492,-78.0699576,Adado Airport,59.3961735,27.7619842
Búðardalur Airport,14.5374461,121.022248,Moshi Airport,51.5646744,31.7847761
Ben Slimane Airport,-8.3765619,115.1918802,Kabri Dehar Airport,10.1189877,123.5713405
Homer Airport,-6.183459,106.7647475,Seletar Airport,58.6841957,15.7513324
Barrow Island Airport,-12.1253006,-77.0270549,Porto Nacional Airport,60.6065466,15.6257125
Sharjah International Airport,50.003461,19.612945,Palmas del Mar Airstrip,-34.588234,-58.6876178
Londolozi Airport,15.7268196,101.207047,Mariehamn Airport,69.64914,18.9605951
Ben Ya'akov Airport,34.704077,108.706358,Douglas Municipal Airport,37.350801,96.74785
Enrique Olaya Herrera Airport,44.9893604,14.9036052,Néma Airport,51.441874,6.886548
Broken Bow Municipal Airport,9.2964349,99.0571089,Stony River 2 Airport,5.8901373,14.5480484
Morrisville Stowe State Airport,-17.9808139,-63.3697226,Corixá Airport,65.5759908,22.1917204
Uyuni Airport,59.7388394,10.1603397,Destin Executive Airport,14.5520342,105.1960795
Rajahmundry Airport,25.570888,111.945844,Hang Nadim International Airport,-7.8100327,110.3592495
Solapur Airport,30.518048,117.134282,Momote Airport,35.1973352,136.9552596
Lockhart River Airport,46.6488132,16.1355432,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,-3.8008893,103.3587288
Eastern Oregon Regional At Pendleton Airport,26.629211,101.266195,Balkanabat Airport,12.4317585,4.1956212
Rourkela Airport,53.6897587,87.4315706,Arar Domestic Airport,29.987954,112.115401
Isisford Airport,14.4066158,120.942358,Jask Airport,-8.0650276,113.8011498
Jimma Airport,50.2318521,12.8719616,Uroubi Airport,57.4694803,-3.1269422
Wasilla Airport,-6.8245964,111.4544179,Natashquan Airport,61.7968844,25.7035513
Cascade Airport,-8.188844,122.9287931,Yemelyanovo Airport,18.904265,-3.5275161
Daniel K Inouye International Airport,28.424415,110.1808,Pu'er Simao Airport,50.060504,12.985071
Cangapara Airport,49.929648,22.153909,"Oslo, Fornebu Airport",9.359302,-79.8998608
Celle Airport,46.3611841,38.2725015,Storm Lake Municipal Airport,63.2370276,21.3941749
Kunming Changshui International Airport,37.943121,115.217658,Palmyra Airport,-23.2074329,-46.8337604
Maestro Marinho Franco Airport,-42.7592642,-65.0612637,Paraguaçu Airport,-25.4302418,-55.2590707
Canton Municipal Airport,-8.5705,116.498,Glacier Park International Airport,49.6488646,1.7314818
Al Qaisumah/Hafr Al Batin Airport,30.921396,112.444197,Garça Airport,23.0872891,113.295336
Daniel Field,-34.8411832,-58.4389753,Weedon Field,55.56047,47.39297
Mora Airport,-8.0941273,112.274168,Votuporanga Airport,40.4375447,-7.8667708
Daniel K Inouye International Airport,8.1154648,122.6663002,Downsview Airport,51.8321777,85.7788422
Zhob Airport,7.0773723,124.848271,Sion Airport,14.9247834,-85.692279
Ministro Victor Konder International Airport,51.7195968,108.5176433,Cortina Airport,-24.4748345,-49.8956943
La Nubia Airport,53.5484776,87.2598304,Francisco Sarabia International Airport,-13.2026069,49.0514094
Sheikh ul Alam Airport,40.9148039,22.1430215,Nuremberg Airport,-10.170262,123.6427533
Bamenda Airport,32.2746515,35.8960765,Fuyang Xiguan Airport,40.71667,19.56667
Trabzon International Airport,9.9165452,-84.1014639,Benjamin Rivera Noriega Airport,37.7881713,20.874871
Maverick County Memorial International Airport,57.5440489,40.1259765,Key West International Airport,27.33186,118.995179
Susanville Municipal Airport,6.839006,-72.696951,Shark El Oweinat International Airport,5.650804,-72.9342451
Urgun Airport,51.2291266,46.9776352,Mardin Airport,52.9718428,63.1128326
Long Pasia Airport,10.586582,122.142091,Sugimanuru Airport,-7.5831538,108.6353764
Lotus Vale Airport,-8.1356,113.3257,Ulan-Ude Airport (Mukhino),2.1961772,22.4708685
Grants-Milan Municipal Airport,31.1655344,121.6793537,Menorca Airport,15.49089,43.135578
Sri Guru Ram Dass Jee International Airport,-13.7866658,14.687936,Pompeu Airport,38.9693412,-9.1822048
Pyongyang Sunan International Airport,28.292519,117.245497,Pinar Del Rio Airport,25.493594,118.247625
Clinton Sherman Airport,10.1765144,122.890937,Pondicherry Airport,31.260385,121.59158
Wayne County Airport,25.1276033,121.7391833,Hrodna Airport,35.0354386,9.4839392
Boulder City Municipal Airport,14.6639812,121.022408,Volta Redonda Airport,23.421724,117.023373
Miskolc Airport,5.2052959,97.0686677,Tokunoshima Airport,23.2997268,113.323144
Pittsburgh International Airport,14.9417812,-91.8252028,Steamboat Springs Bob Adams Field,-21.8239574,-47.2484692
Guaporé Airport,7.7381338,122.8349537,Franco Bianco Airport,-8.3647,123.5718
Ubon Ratchathani Airport,32.91795,-6.060131,Butler Co Regional Airport - Hogan Field,14.8431264,120.8685583
Fincha Airport,25.464681,99.541236,Udine-Campoformido Air Base,4.6096768,101.1064003
Cascade Airport,23.321441,113.558655,Narathiwat Airport,0.6793997,-77.355413
Kosipe Airport,7.1801552,79.8842521,Biaru Airport,6.2194589,-73.809258
La Abraq Airport,49.8545281,18.6057328,Sir Charles Gaetan Duval Airport,27.6486636,84.4172666
Nantucket Memorial Airport,6.8793892,-72.189,Grand-Santi Airport,16.4739491,99.5096031
Nain Airport,-27.574998,-50.1626664,Imsık Airport,40.692169,117.163821
La Gaviota Airport,43.6953508,7.2559678,Chifeng Airport,-30.1090924,-51.3238273
Port Moller Airport,44.087585,131.122915,Carcassonne Airport,-16.0100923,35.3082117
Vinh Airport,-32.9701344,-68.8462541,Changbaishan Airport,-17.1468375,-46.9028375
Mocímboa da Praia Airport,41.21966,118.799497,Chimoio Airport,43.9777294,21.2572719
Reginaldo Hammer Airport,51.4537368,37.1272446,Ambilobe Airport,34.728584,112.132488
Iraan Municipal Airport,49.9469881,18.1870189,Southeast Texas Regional Airport,9.7846,124.1745
Buckeye Municipal Airport,25.917098,69.104948,Creston Valley Regional Airport - Art Sutcliffe Field,-42.7556675,-65.0598718
Tri-Cities Regional TN/VA Airport,60.8560471,22.6973045,Naga Airport,38.0230869,23.8724272
Atlantic City International Airport,59.9191279,11.369756,Coles County Memorial Airport,-17.3652664,30.1935663
"Foggia ""Gino Lisa"" Airport",-39.0482569,174.2418241,Samana El Portillo Airport,46.5448323,14.9660445
Hefei Luogang International Airport,36.3450691,140.3559256,Daniel Field,28.240101,99.303084
Martindale Army Heliport,-38.9395203,-68.1324297,Mostyn Airport,47.545979,19.0375319
Tiputini Airport,16.1169002,102.7020218,Manapouri Airport,24.884626,104.308675
Norway House Airport,39.4286365,62.8617596,Croker Island Airport,63.2994414,18.5988916
Ranau Airport,12.8776754,6.4903141,Bill & Hillary Clinton National Airport/Adams Field,37.8098511,139.1200637
North Spirit Lake Airport,52.643749,-0.622129,Boun Neau Airport,42.6688027,129.1189472
Hingurakgoda Air Force Base,10.5682157,105.2341082,Mokhotlong Airport,52.5124538,4.6573346
Baltimore/Washington International Thurgood Marshall Airport,13.9791936,121.7983634,Tocumen International Airport,30.170189,121.149673
Fairbury Municipal Airport,7.638859,123.198486,Temindung Airport,50.0144943,18.9268881
Bassatine Airport,-10.7194641,-62.2542716,Iskandar Airport,17.5387106,120.7181765
Upiara Airport,54.1,23.7,Koggala Airport,30.3619359,51.1611537
Bugulma Airport,48.8547803,16.5671697,Manguna Airport,22.863502,114.333767
Leknes Airport,56.1428751,40.3798477,Bouca Airport,-6.5489311,111.0683954
Lebel-sur-Quevillon Airport,34.341574,108.93977,Ai-Ais Airport,55.4254871,13.7952433
Ghazni Airport,65.1047244,17.1227163,Red Sucker Lake Airport,2.4183904,30.9847642
Ngloram Airport,31.811201,35.259602,Boulsa Airport,37.467686,121.153674
Tekirdağ Çorlu Airport,40.417902,122.660538,Xai-Xai Airport,-9.3863122,-37.9926586
General Enrique Mosconi Airport,48.2521582,25.1973796,Long Semado Airport,11.7323018,6.792905
Selbang Airport,51.3009866,16.9148091,Kalamata Airport,25.410654,107.88645
Northern Peninsula Airport,11.011535,122.650377,Two Harbors Amphibious Terminal,49.6877756,6.3485626
Hartley Bay Seaplane Base,-39.0482569,174.2418241,Yangzhou Taizhou Airport,49.465597,16.1555481
Oslo Gardermoen Airport,56.4191591,40.4536153,Kenmore Air Harbor Seaplane Base,32.082978,35.364579
Comodoro Pedro Zanni Airport,43.4945737,5.8978018,Tanah Merah Airport,51.7788594,19.181814
Butler Memorial Airport,40.124026,20.0285889,Bundi Airport,31.4840951,73.7008274
Grand Canyon West Airport,-7.4873219,111.4156647,La Plata Airport,-7.0638,113.5187
Chalkyitsik Airport,23.1243988,113.2475087,Rovaniemi Airport,10.1164943,105.6326457
Gora Airstrip,-7.7995142,111.5438491,Albany International Airport,55.6845883,21.1844774
Jequié Airport,36.0750924,44.6199368,San José Airport,34.34099,69.4377
Brackett Field,-22.5961542,-42.9611571,Lodwar Airport,50.7140155,14.7099785
Comilla Airport,36.091367,120.494295,Moma Airport,50.7338713,16.0708309
Mandabe Airport,37.5544156,56.9267259,Merritt Airport,51.7419091,111.9603596
Santa Cruz do Sul Airport,36.962883,115.260968,Lympne Airport,14.0285468,120.7181027
Naha Airport,51.653437,39.183897,Offutt Air Force Base,45.0244716,20.056916
Bragança Airport,-22.0227557,-63.6775234,Ali-Sabieh Airport,13.6441828,4.0337846
Fatmawati Soekarno Airport,13.874099,120.972283,Douala International Airport,16.098935,-88.8094906
Greeley–Weld County Airport,58.2024514,16.6013625,Wana Airport,8.4286368,124.2876362
Miley Memorial Field,40.1465349,117.1112743,Gregorio Luperon International Airport,9.090009,126.162783
Lindeman Island Airport,34.0370771,116.1719462,Orangeburg Municipal Airport,52.5019685,6.0684306
Pdte. Carlos Ibañez del Campo Airport,49.4508975,14.3600091,Atauro Airport,9.442426,123.236968
Leite Lopes Airport,-7.2310934,108.1324906,Gulkana Airport,39.9149407,-8.350634
Telegraph Harbour Seaplane Base,19.482042,-99.1985584,Baracoa Airport,35.9329039,10.0219822
Collie Airport,-10.4152155,-76.2356005,Elkins-Randolph Co-Jennings Randolph Field,51.752684,36.1522509
Stephens Island Seaplane Base,28.932316,115.565454,Matamata Glider Airport,59.4180182,27.5120803
Monteagudo Airport,-8.5314465,118.7780987,Alxa Left Banner Bayanhot Airport,-6.2962889,106.2413249
Carti Airport,50.6140977,3.1244315,Wunnumin Lake Airport,-28.3031653,-49.3450112
Kambalda Airport,30.677233,121.015142,Likiep Airport,18.400092,109.752583
F. D. Roosevelt Airport,12.2722898,-86.0529604,Frank Pais International Airport,8.1526675,39.3517483
Sunan Shuofang International Airport,47.7520885,142.0615212,Burke Lakefront Airport,37.0098187,-76.4273844
Gaya Airport,29.686964,109.465494,Peterborough Airport,25.5810414,89.6616352
Norfolk Naval Station (Chambers Field),43.4945737,5.8978018,New Chitose Airport,-26.17433,27.7875893
Platov International Airport,35.343194,107.367016,San Juan de Marcona Airport,-33.240297,-56.016771
Šiauliai International Airport,40.934156,123.2064649,Presidente João Batista Figueiredo Airport,38.0625172,23.7946578
Gillespie Field,1.4604431,125.1859924,Coleman A. Young Municipal Airport,-7.4652278,-37.7662816
Mulege Airport,27.423454,116.593819,Alghero-Fertilia Airport,21.357765,40.2782239
Elmendorf Air Force Base,26.6664174,-80.0894977,Katiola Airport,-17.7332512,168.3273245
Khabarovsk-Novy Airport,16.01787,43.59647,Djougou Airport,15.91448,48.63864
Niquelândia Airport,27.646686,116.695522,Bachigualato Federal International Airport,40.547653,81.280527
Louisville Winston County Airport,45.697904,0.964671,Mount Swan Airport,31.191952,121.472429
Bossangoa Airport,38.071659,114.275059,Riyadh Air Base,51.8911132,31.5958532
Oudomsay Airport,-7.3590199,107.0362272,San Blas Airport,-6.9262046,112.1474925
Keetmanshoop Airport,17.5656036,44.2289441,Laurinburg Maxton Airport,18.0461423,100.9128995
Arugam Bay SPB,11.4693878,123.1476046,Loyengalani Airport,25.7572143,-102.9838564
Kondavattavana Tank Seaplane Base,-23.8158392,-45.3664809,Catalina Air-Sea Terminal Heliport,47.3591366,2.8002946
Kaili Airport,42.021602,121.670273,Santa Izabel do Morro Airport,-6.8622047,111.6051176
